-0.0592178	3.09943	0	0	-0.0592178	3.09943	-0.0079	2.9498	-0.0628	0.998
0.00669079	3.20778	0.163807	0.269291	0.0067	3.2078	-0.0611	3.346	-0.1874	0.9823
-0.0702279	3.5992	-0.195598	1.00819	-0.0844281	3.60681	-0.1635	3.7324	-0.309	0.9511
-0.369974	4.13144	-0.867856	1.34924	-0.3979	4.1537	-0.3136	4.1029	-0.4258	0.9048
-0.631379	4.58411	-0.606959	0.903124	-0.63714	4.65581	-0.5089	4.4517	-0.5358	0.8443
-0.751513	4.67041	-0.256756	0.121848	-0.734	4.6171	-0.7464	4.7732	-0.6374	0.7705
-0.796472	4.85724	-0.189606	0.971507	-0.753317	4.65899	-1.0223	5.0624	-0.729	0.6845
-1.49542	5.03875	-1.87834	0.40172	-1.5591	5.0099	-1.3323	5.3148	-0.809	0.5878
-1.45469	5.75767	0.415418	1.48884	-1.34495	6.01435	-1.6715	5.5264	-0.8763	0.4818
-1.86293	5.86869	-1.02085	0.228746	-1.9083	5.8092	-2.0345	5.6937	-0.9298	0.3681
-2.29717	5.97778	-0.991915	0.0164105	-2.35743	6.11781	-2.4157	5.8143	-0.9686	0.2487
-2.87633	5.96258	-1.44482	-0.0170669	-2.8936	5.9657	-2.8089	5.8861	-0.9921	0.1253
-3.03434	6.23966	-0.223078	0.582605	-2.9864	6.36326	-3.208	5.908	-1	0
-3.77212	6.03126	-1.74617	-0.458996	-3.8212	5.9948	-3.6068	5.8798	-0.9921	-0.1253
-4.14373	5.90462	-1.14182	0.0503623	-3.92236	5.69895	-3.9988	5.8018	-0.9686	-0.2487
-4.4496	5.79918	-0.718786	-0.311691	-4.4239	5.7728	-4.378	5.6753	-0.9298	-0.3681
-5.06913	5.33671	-1.60594	-1.22698	-5.11957	5.24808	-4.7384	5.5023	-0.8763	-0.4817
-5.00719	5.1246	0.10311	-0.693685	-4.9363	5.1224	-5.0742	5.2854	-0.809	-0.5878
-5.10246	4.78023	-0.198802	-0.937035	-5.16945	4.80323	-5.3802	5.0282	-0.729	-0.6845
-5.55623	4.63342	-1.23468	-0.261033	-5.6202	4.6843	-5.6515	4.7347	-0.6374	-0.7705
-5.83254	4.27468	-0.529992	-1.03364	-5.80206	4.23474	-5.884	4.4095	-0.5358	-0.8443
-5.96966	4.22894	-0.43214	-0.155662	-5.9789	4.2654	-6.0738	4.0577	-0.4258	-0.9048
-5.89879	3.94471	0.447669	-0.904657	-5.91604	3.94565	-6.218	3.6848	-0.309	-0.9511
-6.35695	3.4267	-1.21716	-1.12803	-6.4468	3.4443	-6.3144	3.2969	-0.1874	-0.9823
-6.66846	2.78779	-0.470658	-1.75059	-6.73621	2.78939	-6.3614	2.8999	-0.0628	-0.998
-6.30969	2.5973	0.960491	-0.643076	-6.2337	2.6202	-6.3582	2.5002	0.0628	-0.998
-6.1654	1.96962	-0.0335238	-1.50177	-6.02108	1.84667	-6.305	2.104	0.1874	-0.9823
-6.02427	1.98468	0.312882	0.00323459	-6.0191	2.0388	-6.2026	1.7176	0.309	-0.9511
-6.14828	1.36512	-0.230956	-1.70454	-6.21717	1.26671	-6.0525	1.3471	0.4258	-0.9048
-5.85381	0.801466	0.83733	-1.45692	-5.7883	0.8004	-5.8572	0.9983	0.5358	-0.8443
-5.57638	0.482312	0.495258	-0.743661	-5.4961	0.513129	-5.6197	0.6768	0.6374	-0.7705
-5.40237	0.418902	0.432837	-0.143653	-5.4065	0.4408	-5.3438	0.3876	0.729	-0.6846
-4.8604	0.249596	1.23719	-0.430301	-4.62033	0.234881	-5.0338	0.1352	0.809	-0.5878
-4.60369	0.0663709	0.561247	-0.457286	-4.6488	0.0667	-4.6946	-0.0764	0.8763	-0.4818
-4.16195	-0.129187	1.11547	-0.492059	-4.06403	-0.126402	-4.3316	-0.2437	0.9298	-0.3681
-3.94454	-0.357859	0.465825	-0.587192	-3.9881	-0.3623	-3.9504	-0.3642	0.9686	-0.2487
-3.51145	-0.40035	1.13494	-0.0729271	-3.40667	-0.390716	-3.5572	-0.4361	0.9921	-0.1254
-3.26333	-0.389341	0.551755	0.0414132	-3.3014	-0.3871	-3.158	-0.458	1	0
-3.01561	-0.517414	0.772524	-0.325419	-3.08329	-0.534642	-2.7593	-0.4298	0.9921	0.1253
-2.3318	-0.374293	1.82927	0.509986	-2.259	-0.3351	-2.3672	-0.3518	0.9686	0.2487
-1.71421	-0.219786	1.4663	0.372223	-1.72952	-0.225044	-1.988	-0.2253	0.9298	0.3681
-1.54981	0.0380759	0.257524	0.773197	-1.6296	0.0539	-1.6277	-0.0523	0.8763	0.4817
-1.61308	0.175041	0.359195	0.182994	-1.93336	0.187137	-1.2919	0.1646	0.809	0.5878
-0.952171	0.176515	1.83052	-0.00295749	-0.8547	0.1603	-0.9859	0.4218	0.729	0.6845
-0.478274	0.416047	0.770552	0.929562	-0.382879	0.370369	-0.7145	0.7153	0.6374	0.7705
-0.462913	1.00314	-0.06431	1.53482	-0.518	1.0445	-0.4821	1.0406	0.5359	0.8443
-0.431851	1.3799	0.0450236	1.06664	-0.375513	1.20452	-0.2923	1.3923	0.4258	0.9048
-0.129111	1.49169	0.945341	0.20304	-0.0816	1.4301	-0.1481	1.7652	0.309	0.951
0.00730522	1.97218	0.269471	1.0829	-0.0735647	2.18186	-0.0517	2.1531	0.1874	0.9823
-0.0837319	2.43904	-0.412008	1.19295	-0.115	2.4439	-0.0047	2.5501	0.0628	0.998
-0.126735	2.8302	-0.0864184	0.911385	-0.125687	2.816	0.0016	2.95	0.0314	0.9995
0.0351589	3.24773	0.530965	1.06459	0.0617	3.2566	0.0423	3.3476	0.1565	0.9877
-0.0107592	3.54268	-0.114306	1.27504	-0.0149901	3.18686	0.1326	3.737	0.279	0.9603
0.361794	4.30454	1.12916	1.99136	0.415	4.3549	0.2709	4.1121	0.3972	0.9177
0.224529	4.57136	-0.417501	0.696877	0.215144	4.24015	0.4552	4.4668	0.5091	0.8607
0.507655	4.77569	0.77403	0.508579	0.5526	4.7695	0.6825	4.7956	0.6129	0.7901
0.952717	5.01051	1.1989	0.975499	0.93058	4.83099	0.9492	5.0934	0.7071	0.7071
1.19034	5.28699	0.544184	0.643998	1.1633	5.2617	1.2511	5.3554	0.7902	0.6129
1.4011	5.47328	0.536603	0.495674	1.38973	5.42461	1.5835	5.5775	0.8608	0.509
2.03108	5.69719	1.60379	0.600785	2.0725	5.7122	1.9411	5.7562	0.9178	0.3971
2.36668	5.85398	0.869542	0.564003	2.26359	5.69213	2.3182	5.8886	0.9603	0.279
2.79144	5.92726	1.03164	0.161402	2.7928	5.905	2.709	5.9727	0.9877	0.1564
2.96277	5.93567	0.450574	0.134994	2.87477	5.82582	3.1073	6.0072	0.9995	0.0314
3.50013	5.85969	1.31349	-0.145109	3.5318	5.8557	3.5067	5.9915	0.9956	-0.0941
4.00286	5.9011	1.15965	-0.0112156	4.05321	5.99897	3.901	5.9259	0.9759	-0.2182
4.35409	5.81484	0.851962	-0.253083	4.3364	5.7965	4.284	5.8114	0.9409	-0.3388
4.65585	5.82798	0.898733	0.23837	4.57421	5.76659	4.6496	5.6497	0.891	-0.454
5.02612	5.76236	0.879744	-0.175127	5.0181	5.7405	4.9921	5.4436	0.8271	-0.5621
5.3938	5.42435	0.997063	-0.816755	5.33103	5.30552	5.306	5.1961	0.7501	-0.6613
5.38289	4.92587	-0.100325	-1.37066	5.3197	4.8787	5.5864	4.9112	0.6613	-0.7501
5.7265	4.63979	0.533419	-0.990473	6.08036	4.90188	5.8289	4.5934	0.5621	-0.8271
5.99041	4.26537	0.674173	-0.924858	5.9991	4.2707	6.0297	4.2478	0.454	-0.891
5.94693	3.57188	0.389228	-1.45004	5.51791	3.30835	6.1856	3.8797	0.3387	-0.9409
6.19883	3.66092	0.813651	0.179685	6.2481	3.7339	6.2941	3.4949	0.2181	-0.9759
6.26694	3.24346	-0.0268664	-1.22126	6.20125	3.16095	6.3535	3.0996	0.0941	-0.9956
6.3455	2.73243	0.209374	-1.25422	6.3588	2.7347	6.3629	2.7	-0.0314	-0.9995
6.48421	1.89455	0.180737	-2.21879	6.56415	1.85419	6.3222	2.3024	-0.1564	-0.9877
6.28257	1.92081	-0.475421	-0.062749	6.261	1.9924	6.2319	1.9129	-0.279	-0.9603
6.10427	1.37019	-0.548796	-1.50716	6.09975	1.29884	6.0936	1.5379	-0.3972	-0.9177
5.99082	1.16415	-0.20475	-0.516116	6.0221	1.2042	5.9093	1.1832	-0.5091	-0.8607
5.71367	0.826546	-0.582718	-0.844936	5.55801	0.795152	5.682	0.8543	-0.6129	-0.7901
5.51566	0.688161	-0.474621	-0.346126	5.5251	0.7066	5.4153	0.5566	-0.7071	-0.7071
5.39708	0.152936	-0.633681	-1.44546	5.57569	0.105951	5.1134	0.2946	-0.7902	-0.6129
4.89611	0.290921	-1.32419	0.416565	4.8553	0.3582	4.781	0.0725	-0.8607	-0.509
4.63126	-0.0592763	-0.459408	-0.949842	4.59831	-0.132008	4.4234	-0.1062	-0.9178	-0.3971
3.90027	-0.295629	-2.00791	-0.565005	3.7985	-0.2852	4.0463	-0.2386	-0.9603	-0.279
3.70892	-0.320837	-0.694018	0.0286686	4.08934	-0.279737	3.6555	-0.3228	-0.9877	-0.1564
3.2777	-0.12229	-1.12562	0.606644	3.2466	-0.0952	3.2572	-0.3573	-0.9995	-0.0314
2.69084	-0.366799	-1.11365	-0.668342	2.39348	-0.321685	2.8578	-0.3416	-0.9956	0.0941
2.4919	-0.273738	-0.413228	0.474976	2.5403	-0.223	2.4635	-0.2759	-0.9759	0.2181
2.27112	-0.0323541	-0.545438	0.610535	2.23987	-0.0320323	2.0805	-0.1614	-0.9409	0.3387
1.75963	-0.0361054	-1.38382	-0.210306	1.704	-0.0721	1.7149	0.0002	-0.891	0.454
1.34477	0.164928	-0.767344	0.519269	1.22312	0.182105	1.3724	0.2064	-0.8271	0.5621
0.788402	0.404482	-1.47484	0.616213	0.741	0.4105	1.0585	0.4539	-0.7501	0.6613
0.635041	0.894938	-0.390426	0.972979	0.967712	0.930505	0.7781	0.7388	-0.6613	0.7501
0.51827	0.972777	-0.185057	0.059068	0.5234	0.9142	0.5356	1.0565	-0.5621	0.8271
0.27236	1.16418	-0.640129	0.496941	0.254299	1.18267	0.3348	1.4022	-0.454	0.891
0.144195	1.70132	-0.29059	1.46359	0.169	1.7654	0.1789	1.7703	-0.3387	0.9409
0.117847	2.07742	-0.0573791	0.803279	0.109675	2.04436	0.0704	2.155	-0.2181	0.9759
0.00149533	2.4919	-0.366116	1.06967	-0.0123	2.5097	0.011	2.5503	-0.0941	0.9956
